Rec No	Cod Imput	Tipo Movim	Fecha Comprob	Periodo Contable	Num Comprob	Descripcion	Importe	Actividad	Tipo Proveedor	Cod Provincia	Nro Ordenpago	Memo
1124	10,228	Orden de Pago	78,979	78,979	202	OPER.DE ESTAC.DE SERV. SA	1,560.05	0	5	252	202	
1125	10,228	Orden de Pago	78,979	78,979	203	PIOVANO DANILO PABLO	7,647.20	0	18	13	203	
1126	10,228	Orden de Pago	78,979	78,979	204	SANCOR SEGUROS	2,569.00	0	14	18	204	
1127	10,228	Orden de Pago	78,979	78,979	205	SANTA CRUZ DANIEL DOMINGO	47,871.38	0	7	13	205	
1128	10,228	Orden de Pago	78,979	78,979	206	SANTA CRUZ DANIEL DOMINGO	38,563.67	0	7	13	206	
1129	10,228	Orden de Pago	78,979	78,979	207	SANTA CRUZ DANIEL DOMINGO	27,285.94	0	7	13	207	
1130	10,228	Orden de Pago	78,979	78,979	208	SENASA	98	0	19	252	208	
1131	10,228	Orden de Pago	78,979	78,979	209	TORRAZA LUIS ORDEÑADORAS	3,077.76	0	15	115	209	
1132	10,228	Orden de Pago	78,979	78,979	210	TORRAZA LUIS ORDEÑADORAS	15,471.18	0	15	115	210	
1133	10,228	Orden de Pago	78,979	78,979	211	BALASTEGUI CARLOS ESTEBAN	16,940.00	0	32	172	211	
1136	10,041	Ventas Cuenta Corriente	78,986	78,986	90	PEIRETTI MIGUEL S.R.L.	333,416.16	0	3	96	0	
1137	100,050	Ventas Cuenta Corriente	78,962	78,986	13	COOP AGR.GANAD.BDO.DE YRIGOYEN	57,647.33	20	4	200	0	
1138	100,078	Facturas Cuenta Corriente	78,982	78,986	1,726	YPF HUGO MANCINI	12,838.51	0	5	13	0	
1139	80,304	Facturas Cuenta Corriente	78,974	78,986	9,049	BYJ COMBUSTIBLES SRL	832.54	0	5	4	0	
1140	80,304	Facturas Cuenta Corriente	78,967	78,986	69,636	OPER.DE ESTAC.DE SERV. SA	497.18	0	5	252	0	
1141	80,304	Facturas Cuenta Corriente	78,965	78,986	110,146	OPER.DE ESTAC.DE SERV. SA	474.25	0	5	252	0	
1142	100,075	Facturas Cuenta Corriente	78,958	78,986	270	ANDRETICH HUGO A	1,200.00	0	8	252	0	
1143	60,602	Facturas Cuenta Corriente	78,986	78,986	62	FORNARI PEDRO EMILIO	14,250.00	0	9	252	0	
1144	90,456	Facturas Cuenta Corriente	78,956	78,986	6,433,214	SANCOR SEGUROS	540.85	0	14	18	0	
1145	70,302	Facturas Cuenta Corriente	78,960	78,986	6,573,226	SANCOR SEGUROS	461.77	0	14	18	0	
1146	100,077	Facturas Cuenta Corriente	78,970	78,986	4,898,565	SANCOR SEGUROS	233.67	0	14	18	0	
1147	100,077	Facturas Cuenta Corriente	78,970	78,986	5,157,929	SANCOR SEGUROS	210.7	0	14	18	0	
1148	100,077	Facturas Cuenta Corriente	78,970	78,986	5,213,961	SANCOR SEGUROS	210.7	0	14	18	0	
1149	100,077	Facturas Cuenta Corriente	78,970	78,986	5,272,029	SANCOR SEGUROS	210.7	0	14	18	0	
1150	100,077	Facturas Cuenta Corriente	78,970	78,986	5,272,030	SANCOR SEGUROS	210.7	0	14	18	0	
1151	100,088	Facturas Cuenta Corriente	78,968	78,986	251,353	SANCOR SEGUROS	959	0	14	18	0	
1152	100,076	Facturas Cuenta Corriente	78,985	78,986	204	GIORDANO RAUL NORBERTO	1,918.91	0	11	13	0	
1153	100,074	Facturas Cuenta Corriente	78,976	78,986	9	CASTELLARI Fer. Y PONS EDITA	58,377.42	0	6	13	0	
1154	155	Facturas Cuenta Corriente	78,958	78,986	5,380	COMERCIAL EUSEBIA S.A.	32,815.68	0	2	13	0	
1155	53	Facturas Cuenta Corriente	78,958	78,986	5,380	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1156	10,304	Facturas Cuenta Corriente	78,958	78,986	5,380	COMERCIAL EUSEBIA S.A.	4,956.93	0	2	13	0	
1157	10,305	Facturas Cuenta Corriente	78,958	78,986	5,380	COMERCIAL EUSEBIA S.A.	814.63	0	2	13	0	
1158	90,498	Facturas Cuenta Corriente	78,958	78,986	5,409	COMERCIAL EUSEBIA S.A.	7,026.50	0	2	13	0	
1159	90,498	Facturas Cuenta Corriente	78,970	78,986	5,541	COMERCIAL EUSEBIA S.A.	21,600.00	0	2	13	0	
1160	10,173	Facturas Cuenta Corriente	78,966	78,986	5,467	COMERCIAL EUSEBIA S.A.	4,464.00	0	2	13	0	
1161	90,488	Facturas Cuenta Corriente	78,966	78,986	5,467	COMERCIAL EUSEBIA S.A.	19,200.00	0	2	13	0	
1162	10,304	Facturas Cuenta Corriente	78,966	78,986	5,467	COMERCIAL EUSEBIA S.A.	6,196.16	0	2	13	0	
1163	155	Facturas Cuenta Corriente	78,966	78,986	5,467	COMERCIAL EUSEBIA S.A.	28,884.64	0	2	13	0	
1164	53	Facturas Cuenta Corriente	78,966	78,986	5,467	COMERCIAL EUSEBIA S.A.	1,700.00	0	2	13	0	
1165	90,103	Facturas Cuenta Corriente	78,966	78,986	5,467	COMERCIAL EUSEBIA S.A.	12,528.70	0	2	13	0	
1166	10,305	Facturas Cuenta Corriente	78,966	78,986	5,467	COMERCIAL EUSEBIA S.A.	496.32	0	2	13	0	
1167	10,304	Facturas Cuenta Corriente	78,970	78,986	5,535	COMERCIAL EUSEBIA S.A.	1,302.70	0	2	13	0	
1168	155	Facturas Cuenta Corriente	78,970	78,986	5,535	COMERCIAL EUSEBIA S.A.	27,341.55	0	2	13	0	
1169	53	Facturas Cuenta Corriente	78,970	78,986	5,535	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1170	10,173	Facturas Cuenta Corriente	78,970	78,986	5,535	COMERCIAL EUSEBIA S.A.	396	0	2	13	0	
1171	90,488	Nota de Crédito	78,975	78,986	201	COMERCIAL EUSEBIA S.A.	927.5	0	2	13	0	
1172	90,488	Facturas Cuenta Corriente	78,973	78,986	5,567	COMERCIAL EUSEBIA S.A.	10,600.00	0	2	13	0	
1173	155	Facturas Cuenta Corriente	78,973	78,986	5,567	COMERCIAL EUSEBIA S.A.	28,759.26	0	2	13	0	
1174	53	Facturas Cuenta Corriente	78,973	78,986	5,567	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1175	155	Facturas Cuenta Corriente	78,984	78,986	5,643	COMERCIAL EUSEBIA S.A.	30,008.20	0	2	13	0	
1176	53	Facturas Cuenta Corriente	78,984	78,986	5,643	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1177	10,304	Facturas Cuenta Corriente	78,984	78,986	5,643	COMERCIAL EUSEBIA S.A.	2,605.40	0	2	13	0	
1178	90,103	Facturas Cuenta Corriente	78,986	78,986	5,674	COMERCIAL EUSEBIA S.A.	13,042.90	0	2	13	0	
1179	58	Facturas Cuenta Corriente	78,986	78,986	5,674	COMERCIAL EUSEBIA S.A.	1,700.00	0	2	13	0	
1180	10,173	Facturas Cuenta Corriente	78,986	78,986	5,674	COMERCIAL EUSEBIA S.A.	4,896.00	0	2	13	0	
1181	155	Facturas Cuenta Corriente	78,986	78,986	5,674	COMERCIAL EUSEBIA S.A.	29,603.14	0	2	13	0	
1182	10,304	Facturas Cuenta Corriente	78,986	78,986	5,674	COMERCIAL EUSEBIA S.A.	6,622.05	0	2	13	0	
1183	205	Facturas Cuenta Corriente	78,926	78,956	14,937	INSUPEC SA	5,364.25	0	31	252	0	
1184	205	Facturas Cuenta Corriente	78,930	78,956	15,078	INSUPEC SA	7,371.69	0	31	252	0	
1185	205	Facturas Cuenta Corriente	78,978	78,986	16,260	INSUPEC SA	3,045.00	0	31	252	0	
1186	205	Facturas Cuenta Corriente	78,983	78,986	16,379	INSUPEC SA	2,492.40	0	31	252	0	
1187	205	Facturas Cuenta Corriente	78,966	78,986	15,918	INSUPEC SA	3,424.24	0	31	252	0	
1188	100,086	Facturas Cuenta Corriente	78,956	78,986	301	BANCO DE SANTA FE	567.69	0	16	252	0	
1189	100,082	Facturas Cuenta Corriente	78,961	78,986	388,328	COMITE DE CUENCA CASTELL.NORTE	318.21	0	20	13	0	
1190	100,082	Facturas Cuenta Corriente	78,961	78,986	388,326	COMITE DE CUENCA CASTELL.NORTE	2,480.38	0	20	13	0	
1191	100,082	Facturas Cuenta Corriente	78,961	78,986	388,327	COMITE DE CUENCA CASTELL.NORTE	1,678.70	0	20	13	0	
1192	60,607	Cobranza	79,006	79,006	33	COOP AGR.GANAD.BDO.DE YRIGOYEN	48,162.67	0	4	200	33	
1193	10,228	Orden de Pago	79,022	79,022	212	ANDRETICH HUGO A	1,200.00	0	8	252	212	
1194	10,228	Orden de Pago	79,022	79,022	213	BANCO DE SANTA FE	7,234.73	0	16	252	213	
1195	10,228	Orden de Pago	79,022	79,022	214	BYJ COMBUSTIBLES SRL	1,319.91	0	5	4	214	
1196	10,228	Orden de Pago	79,022	79,022	215	CASTELLARI Fer. Y PONS EDITA	70,636.68	0	6	13	215	
1197	10,228	Orden de Pago	79,022	79,022	216	COMERCIAL EUSEBIA S.A.	359,010.07	0	2	13	216	
1198	10,228	Orden de Pago	79,022	79,022	217	COMITE DE CUENCA CASTELL.NORTE	4,477.29	0	20	13	217	
1199	10,228	Orden de Pago	79,022	79,022	218	FORNARI PEDRO EMILIO	14,250.00	0	9	252	218	
1200	10,228	Orden de Pago	79,022	79,022	219	GIORDANO RAUL NORBERTO	2,321.88	0	11	13	219	
1201	10,228	Orden de Pago	79,022	79,022	220	INSUPEC SA	26,254.06	0	31	252	220	
1202	10,228	Orden de Pago	79,022	79,022	221	OPER.DE ESTAC.DE SERV. SA	1,450.02	0	5	252	221	
1203	10,228	Orden de Pago	79,022	79,022	222	SANCOR SEGUROS	3,625.00	0	14	18	222	
1204	10,228	Orden de Pago	79,022	79,022	223	YPF HUGO MANCINI	47,824.98	0	5	13	223	
1205	100,086	Facturas Cuenta Corriente	78,989	79,016	401	BANCO DE SANTA FE	6,857.57	0	16	252	0	
1206	206	Facturas Cuenta Corriente	78,984	78,987	912	INSUTAMBO AYR	2,551.90	0	13	253	0	
1207	100,076	Facturas Cuenta Corriente	78,998	79,016	308	FERRETERIA LA TUERCA FLOJA	213.88	0	10	13	0	
1208	100,076	Facturas Cuenta Corriente	78,990	79,016	2,466	TORRAZA LUIS ORDEÑADORAS	3,344.50	0	15	115	0	
1209	38	Facturas Cuenta Corriente	78,943	78,987	17	ALASSIA A.,A.Y S.	8,100.00	0	32	13	0	
1210	20,404	Facturas Cuenta Corriente	79,004	79,016	124	PUSSETTO JORGE Y KESSEL CRISTI	154,280.00	0	18	13	0	
1211	74	Facturas Cuenta Corriente	78,990	79,016	174	BALASTEGUI CARLOS ESTEBAN	21,000.00	0	31	172	0	
1212	100,074	Facturas Cuenta Corriente	79,004	79,016	11	CASTELLARI Fer. Y PONS EDITA	156,658.68	0	6	13	0	
1213	10,019	Facturas Cuenta Corriente	79,013	79,016	2,279	FUNDACION CASTELLANOS	18,720.00	0	27	252	0	
1214	20,502	Facturas Cuenta Corriente	79,004	79,016	31	INGARAMO ALFREDO	8,716.80	0	34	13	0	
1215	155	Facturas Cuenta Corriente	79,012	79,016	5,901	COMERCIAL EUSEBIA S.A.	21,630.70	0	2	13	0	
1216	53	Facturas Cuenta Corriente	79,012	79,016	5,901	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1217	90,103	Facturas Cuenta Corriente	79,014	79,016	5,929	COMERCIAL EUSEBIA S.A.	15,532.98	0	2	13	0	
1218	155	Facturas Cuenta Corriente	79,014	79,016	5,929	COMERCIAL EUSEBIA S.A.	16,339.50	0	2	13	0	
1219	53	Facturas Cuenta Corriente	79,014	79,016	5,929	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1220	155	Facturas Cuenta Corriente	79,010	79,016	5,870	COMERCIAL EUSEBIA S.A.	16,006.72	0	2	13	0	
1221	10,018	Facturas Cuenta Corriente	79,010	79,016	5,870	COMERCIAL EUSEBIA S.A.	11,620.00	0	2	13	0	
1222	53	Facturas Cuenta Corriente	79,010	79,016	5,870	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1223	155	Facturas Cuenta Corriente	79,005	79,016	5,821	COMERCIAL EUSEBIA S.A.	29,983.48	0	2	13	0	
1224	53	Facturas Cuenta Corriente	79,005	79,016	5,821	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1225	90,488	Facturas Cuenta Corriente	79,005	79,016	5,821	COMERCIAL EUSEBIA S.A.	5,280.00	0	2	13	0	
1226	10,304	Facturas Cuenta Corriente	79,005	79,016	5,821	COMERCIAL EUSEBIA S.A.	2,605.40	0	2	13	0	
1227	10,173	Facturas Cuenta Corriente	79,005	79,016	5,821	COMERCIAL EUSEBIA S.A.	864	0	2	13	0	
1228	155	Facturas Cuenta Corriente	79,003	79,016	5,793	COMERCIAL EUSEBIA S.A.	29,018.42	0	2	13	0	
1229	53	Facturas Cuenta Corriente	79,003	79,016	5,793	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1230	10,304	Facturas Cuenta Corriente	78,997	79,016	5,746	COMERCIAL EUSEBIA S.A.	3,654.98	0	2	13	0	
1231	155	Facturas Cuenta Corriente	78,997	79,016	5,746	COMERCIAL EUSEBIA S.A.	13,777.09	0	2	13	0	
1232	53	Facturas Cuenta Corriente	78,997	79,016	5,746	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1233	10,018	Facturas Cuenta Corriente	78,997	79,016	5,746	COMERCIAL EUSEBIA S.A.	11,200.00	0	2	13	0	
1234	10,173	Facturas Cuenta Corriente	78,997	79,016	5,746	COMERCIAL EUSEBIA S.A.	864	0	2	13	0	
1235	10,304	Facturas Cuenta Corriente	78,997	79,016	5,746	COMERCIAL EUSEBIA S.A.	3,654.98	0	2	13	0	
1236	155	Facturas Cuenta Corriente	78,997	79,016	5,746	COMERCIAL EUSEBIA S.A.	13,777.09	0	2	13	0	
1237	53	Facturas Cuenta Corriente	78,997	79,016	5,746	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1238	10,018	Facturas Cuenta Corriente	78,997	79,016	5,746	COMERCIAL EUSEBIA S.A.	11,200.00	0	2	13	0	
1239	10,173	Facturas Cuenta Corriente	78,997	79,016	5,746	COMERCIAL EUSEBIA S.A.	864	0	2	13	0	
1240	155	Facturas Cuenta Corriente	78,991	79,016	5,714	COMERCIAL EUSEBIA S.A.	26,522.57	0	2	13	0	
1241	53	Facturas Cuenta Corriente	78,991	79,016	5,714	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1242	90,100	Facturas Cuenta Corriente	79,010	79,016	5,869	COMERCIAL EUSEBIA S.A.	37,800.00	0	2	13	0	
1243	10,313	Facturas Cuenta Corriente	78,992	79,016	5,719	COMERCIAL EUSEBIA S.A.	67,092.80	0	2	13	0	
1244	24	Facturas Cuenta Corriente	79,014	79,016	283	BELTRAMINO EDUARDO N	2,800.00	0	18	13	0	
1245	10,187	Facturas Cuenta Corriente	79,005	79,016	2,169,746	EPE	2,980.59	0	25	208	0	
1246	150	Facturas Cuenta Corriente	79,005	79,016	2,169,745	EPE	5,655.85	0	25	208	0	
1247	70,302	Nota de Crédito	78,977	78,987	6,573,226	SANCOR SEGUROS	461.77	0	14	18	0	
1248	100,088	Facturas Cuenta Corriente	78,968	78,987	251,353	SANCOR SEGUROS	7,091.66	0	14	18	0	
1249	100,077	Facturas Cuenta Corriente	79,001	79,016	5,272,030	SANCOR SEGUROS	210.7	0	14	18	0	
1250	100,077	Facturas Cuenta Corriente	79,001	79,016	5,272,029	SANCOR SEGUROS	210.7	0	14	18	0	
1251	100,077	Facturas Cuenta Corriente	79,001	79,016	5,213,961	SANCOR SEGUROS	210.7	0	14	18	0	
1252	100,077	Facturas Cuenta Corriente	79,001	79,016	5,157,929	SANCOR SEGUROS	210.7	0	14	18	0	
1253	100,077	Facturas Cuenta Corriente	79,001	79,016	4,898,565	SANCOR SEGUROS	233.67	0	14	18	0	
1254	90,456	Facturas Cuenta Corriente	78,988	79,016	6,433,214	SANCOR SEGUROS	540.85	0	14	18	0	
1255	60,602	Facturas Cuenta Corriente	79,006	79,016	63	FORNARI PEDRO EMILIO	14,250.00	0	9	252	0	
1256	100,075	Facturas Cuenta Corriente	78,990	79,016	289	ANDRETICH HUGO A	1,200.00	0	8	252	0	
1257	10,008	Facturas Cuenta Corriente	79,004	79,016	139	SANTA CRUZ DANIEL DOMINGO	26,673.29	0	7	13	0	
1258	80,304	Facturas Cuenta Corriente	78,988	79,016	9,718	BYJ COMBUSTIBLES SRL	279.39	0	5	4	0	
1259	80,304	Facturas Cuenta Corriente	78,990	79,016	70,559	OPER.DE ESTAC.DE SERV. SA	493.22	0	5	252	0	
1260	80,304	Facturas Cuenta Corriente	78,977	78,987	70,395	OPER.DE ESTAC.DE SERV. SA	521.25	0	5	252	0	
1261	80,304	Facturas Cuenta Corriente	79,003	79,016	71,758	OPER.DE ESTAC.DE SERV. SA	470.18	0	5	252	0	
1262	80,304	Facturas Cuenta Corriente	78,995	79,016	10,044	BYJ COMBUSTIBLES SRL	836.74	0	5	4	0	
1263	80,304	Facturas Cuenta Corriente	79,009	79,016	10,699	BYJ COMBUSTIBLES SRL	631.5	0	5	4	0	
1264	80,304	Facturas Cuenta Corriente	78,992	79,016	9,924	BYJ COMBUSTIBLES SRL	802.09	0	5	4	0	
1265	10,041	Ventas Cuenta Corriente	79,016	79,016	131	PEIRETTI MIGUEL S.R.L.	406,386.43	0	3	96	0	
1266	60,607	Cobranza	79,043	79,043	34	PEIRETTI MIGUEL S.R.L.	487,663.72	0	3	96	34	
1267	100,050	Ventas Cuenta Corriente	79,033	79,047	34	COOP AGR.GANAD.BDO.DE YRIGOYEN	22,774.10	20	4	200	0	
1268	100,050	Ventas Cuenta Corriente	79,020	79,047	65	COOP AGR.GANAD.BDO.DE YRIGOYEN	4,066.56	20	4	200	0	
1269	100,050	Ventas Cuenta Corriente	79,046	79,047	100	COOP AGR.GANAD.BDO.DE YRIGOYEN	14,505.58	20	4	200	0	
1270	100,050	Ventas Cuenta Corriente	79,046	79,047	141	COOP AGR.GANAD.BDO.DE YRIGOYEN	175,887.19	20	4	200	0	
1271	10,041	Ventas Cuenta Corriente	79,047	79,047	169	PEIRETTI MIGUEL S.R.L.	504,165.17	0	3	96	0	
1272	80,304	Facturas Cuenta Corriente	79,043	79,047	74,024	OPER.DE ESTAC.DE SERV. SA	502.36	0	5	252	0	
1273	80,304	Facturas Cuenta Corriente	79,023	79,047	11,476	BYJ COMBUSTIBLES SRL	871.36	0	5	4	0	
1274	100,052	Facturas Cuenta Corriente	79,045	79,047	12,386,461	SENASA	498	0	19	252	0	
1275	100,052	Facturas Cuenta Corriente	79,045	79,047	12,386,440	SENASA	50	0	19	252	0	
1276	100,052	Facturas Cuenta Corriente	79,019	79,047	12,235,498	SENASA	114	0	19	252	0	
1277	100,075	Facturas Cuenta Corriente	79,020	79,047	306	ANDRETICH HUGO A	1,200.00	0	8	252	0	
1278	10,008	Facturas Cuenta Corriente	79,036	79,047	140	SANTA CRUZ DANIEL DOMINGO	32,511.20	0	7	13	0	
1279	70,302	Facturas Cuenta Corriente	79,023	79,047	6,573,226	SANCOR SEGUROS	461.77	0	14	18	0	
1280	100,077	Facturas Cuenta Corriente	79,031	79,047	4,898,565	SANCOR SEGUROS	233.67	0	14	18	0	
1281	100,077	Facturas Cuenta Corriente	79,031	79,047	5,157,929	SANCOR SEGUROS	210.7	0	14	18	0	
1282	100,077	Facturas Cuenta Corriente	79,031	79,047	5,213,961	SANCOR SEGUROS	210.7	0	14	18	0	
1283	100,077	Facturas Cuenta Corriente	79,031	79,047	5,272,029	SANCOR SEGUROS	210.7	0	14	18	0	
1284	100,077	Facturas Cuenta Corriente	79,031	79,047	5,272,030	SANCOR SEGUROS	210.7	0	14	18	0	
1285	90,456	Facturas Cuenta Corriente	78,989	79,017	7,019,824	SANCOR SEGUROS	506.62	0	14	18	0	
1286	100,088	Facturas Cuenta Corriente	79,029	79,047	251,353	SANCOR SEGUROS	955	0	14	18	0	
1287	31,101	Facturas Cuenta Corriente	79,034	79,047	430	INGARAMO NESTOR REGINO	2,065.00	0	13	115	0	
1288	100,074	Facturas Cuenta Corriente	79,034	79,047	12	CASTELLARI Fer. Y PONS EDITA	60,394.61	0	6	13	0	
1289	70,771	Facturas Cuenta Corriente	79,004	79,017	3,104	CORREO ANDREANI S.A.	361.18	0	12	252	0	
1290	90,482	Facturas Cuenta Corriente	79,032	79,047	738	TALLER METALURGICO LOPEZ	5,546.03	0	17	13	0	
1291	10,010	Facturas Cuenta Corriente	79,014	79,017	955	INSUTAMBO AYR	2,139.70	0	13	253	0	
1292	10,304	Facturas Cuenta Corriente	79,018	79,047	5,940	COMERCIAL EUSEBIA S.A.	7,675.39	0	2	13	0	
1293	90,498	Facturas Cuenta Corriente	79,021	79,047	5,997	COMERCIAL EUSEBIA S.A.	5,405.00	0	2	13	0	
1294	110	Facturas Cuenta Corriente	79,040	79,047	6,210	COMERCIAL EUSEBIA S.A.	1,431.40	0	2	13	0	
1295	90,100	Facturas Cuenta Corriente	79,040	79,047	6,210	COMERCIAL EUSEBIA S.A.	93,500.00	0	2	13	0	
1296	10,304	Facturas Cuenta Corriente	79,040	79,047	6,210	COMERCIAL EUSEBIA S.A.	1,279.23	0	2	13	0	
1297	155	Facturas Cuenta Corriente	79,040	79,047	6,210	COMERCIAL EUSEBIA S.A.	31,281.32	0	2	13	0	
1298	90,103	Facturas Cuenta Corriente	79,040	79,047	6,210	COMERCIAL EUSEBIA S.A.	10,709.52	0	2	13	0	
1299	53	Facturas Cuenta Corriente	79,040	79,047	6,210	COMERCIAL EUSEBIA S.A.	1,700.00	0	2	13	0	
1300	10,173	Facturas Cuenta Corriente	79,040	79,047	6,210	COMERCIAL EUSEBIA S.A.	4,387.00	0	2	13	0	
1301	10,018	Facturas Cuenta Corriente	79,038	79,047	6,176	COMERCIAL EUSEBIA S.A.	11,701.20	0	2	13	0	
1302	90,500	Facturas Cuenta Corriente	79,038	79,047	6,176	COMERCIAL EUSEBIA S.A.	880.5	0	2	13	0	
1303	90,100	Facturas Cuenta Corriente	79,038	79,047	6,176	COMERCIAL EUSEBIA S.A.	28,062.50	0	2	13	0	
1304	155	Facturas Cuenta Corriente	79,038	79,047	6,176	COMERCIAL EUSEBIA S.A.	15,673.94	0	2	13	0	
1305	53	Facturas Cuenta Corriente	79,038	79,047	6,176	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1306	155	Facturas Cuenta Corriente	79,047	79,047	6,287	COMERCIAL EUSEBIA S.A.	31,045.76	0	2	13	0	
1307	53	Facturas Cuenta Corriente	79,047	79,047	6,287	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1308	10,304	Facturas Cuenta Corriente	79,047	79,047	6,287	COMERCIAL EUSEBIA S.A.	7,054.50	0	2	13	0	
1309	100,067	Facturas Cuenta Corriente	79,047	79,047	6,287	COMERCIAL EUSEBIA S.A.	1,276.00	0	2	13	0	
1310	155	Facturas Cuenta Corriente	79,032	79,047	6,101	COMERCIAL EUSEBIA S.A.	30,050.03	0	2	13	0	
1311	53	Facturas Cuenta Corriente	79,032	79,047	6,101	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1312	155	Facturas Cuenta Corriente	79,029	79,047	6,072	COMERCIAL EUSEBIA S.A.	29,683.98	0	2	13	0	
1313	53	Facturas Cuenta Corriente	79,029	79,047	6,072	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1314	155	Facturas Cuenta Corriente	79,020	79,047	5,982	COMERCIAL EUSEBIA S.A.	30,748.87	0	2	13	0	
1315	53	Facturas Cuenta Corriente	79,020	79,047	5,982	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1316	10,304	Facturas Cuenta Corriente	79,020	79,047	5,982	COMERCIAL EUSEBIA S.A.	24,910.68	0	2	13	0	
1317	155	Facturas Cuenta Corriente	79,025	79,047	6,016	COMERCIAL EUSEBIA S.A.	17,138.17	0	2	13	0	
1318	53	Facturas Cuenta Corriente	79,025	79,047	6,016	COMERCIAL EUSEBIA S.A.	850	0	2	13	0	
1319	90,103	Facturas Cuenta Corriente	79,025	79,047	6,016	COMERCIAL EUSEBIA S.A.	7,127.86	0	2	13	0	
1320	10,173	Facturas Cuenta Corriente	79,025	79,047	6,016	COMERCIAL EUSEBIA S.A.	8,118.00	0	2	13	0	
1321	31,101	Facturas Cuenta Corriente	79,024	79,047	180	MILANESIO OMAR MIGUEL	11,500.00	0	17	13	0	
1322	90,482	Facturas Cuenta Corriente	79,012	79,017	292	GIORDANO RAUL NORBERTO	2,026.41	0	11	13	0	
1323	100,083	Facturas Cuenta Corriente	79,018	79,047	1,430	SAVORE ALCIDES DANIEL	5,305.79	0	17	117	0	
1324	90,482	Facturas Cuenta Corriente	79,018	79,047	1,430	SAVORE ALCIDES DANIEL	520.66	0	17	117	0	
1325	100,083	Facturas Cuenta Corriente	79,018	79,047	1,429	SAVORE ALCIDES DANIEL	975.21	0	17	117	0	
1326	31,001	Facturas Cuenta Corriente	79,018	79,047	1,429	SAVORE ALCIDES DANIEL	24,964.47	0	17	117	0	
1327	100,083	Facturas Cuenta Corriente	79,019	79,047	2,638	TORRAZA LUIS ORDEÑADORAS	3,200.00	0	15	115	0	
1328	206	Facturas Cuenta Corriente	79,019	79,047	2,638	TORRAZA LUIS ORDEÑADORAS	9,613.89	0	15	115	0	
1329	206	Facturas Cuenta Corriente	79,019	79,047	2,635	TORRAZA LUIS ORDEÑADORAS	3,227.63	0	15	115	0	
1330	100,086	Facturas Cuenta Corriente	79,016	79,017	501	BANCO DE SANTA FE	1,004.33	0	16	252	0	
1331	10,228	Orden de Pago	79,078	79,078	224	SANTA CRUZ DANIEL DOMINGO	32,511.20	0	7	13	224	
1332	10,228	Orden de Pago	79,078	79,078	225	SANTA CRUZ DANIEL DOMINGO	26,673.29	0	7	13	225	
1333	10,228	Orden de Pago	79,078	79,078	226	TALLER METALURGICO LOPEZ	6,710.70	0	17	13	226	
1334	10,228	Orden de Pago	79,078	79,078	227	INSUTAMBO AYR	2,589.04	0	13	253	227	
1335	60,607	Cobranza	79,085	79,085	35	PEIRETTI MIGUEL S.R.L.	604,998.21	0	3	96	35	
1336	60,607	Cobranza	79,085	79,085	36	COOP AGR.GANAD.BDO.DE YRIGOYEN	170,611.96	0	4	200	36	
1337	60,607	Cobranza	79,085	79,085	37	COOP AGR.GANAD.BDO.DE YRIGOYEN	32,176.61	0	4	200	37	
1338	10,228	Orden de Pago	79,085	79,085	228	ANDRETICH HUGO A	2,400.00	0	8	252	228	
1339	10,228	Orden de Pago	79,085	79,085	229	BANCO DE SANTA FE	27,183.37	0	16	252	229	
1340	10,228	Orden de Pago	79,085	79,085	230	BYJ COMBUSTIBLES SRL	5,414.38	0	5	4	230	
1341	10,228	Orden de Pago	79,085	79,085	231	CORREO ANDREANI S.A.	437.03	0	12	252	231	
1342	10,228	Orden de Pago	79,085	79,085	232	EPE	11,359.14	0	25	208	232	
1343	10,228	Orden de Pago	79,085	79,085	233	FERRETERIA LA TUERCA FLOJA	258.79	0	10	13	233	
1344	10,228	Orden de Pago	79,085	79,085	234	INSUTAMBO AYR	3,087.80	0	13	253	234	
1345	10,228	Orden de Pago	79,085	79,085	235	OPER.DE ESTAC.DE SERV. SA	2,940.16	0	5	252	235	
1346	10,228	Orden de Pago	79,085	79,085	236	SANCOR SEGUROS	15,683.29	0	14	18	236	
1347	10,228	Orden de Pago	79,085	79,085	237	SENASA	662	0	19	252	237	
1348	10,228	Orden de Pago	79,085	79,085	238	CASTELLARI Fer. Y PONS EDITA	262,634.48	0	6	13	238	
