Rec No	Cod Imput	Tipo Movim	Fecha Comprob	Periodo Contable	Num Comprob	Descripcion	Importe	Actividad	Tipo Proveedor	Cod Provincia	Nro Ordenpago	Memo
542	100,074	Orden de Pago	78,861	78,861	10	CASTELLARI Fer. Y PONS EDITA	138,997.01	0	6	13	10	
543	100,074	Orden de Pago	78,861	78,861	11	CASTELLARI Fer. Y PONS EDITA	79,068.66	0	6	13	11	
544	100,074	Orden de Pago	78,861	78,861	12	CASTELLARI Fer. Y PONS EDITA	97,606.71	0	6	13	12	
545	100,075	Orden de Pago	78,861	78,861	13	ANDRETICH HUGO A	900	0	8	252	13	
546	100,075	Orden de Pago	78,861	78,861	14	ANDRETICH HUGO A	900	0	8	252	14	
547	100,075	Orden de Pago	78,861	78,861	15	ANDRETICH HUGO A	900	0	8	252	15	
548	100,075	Orden de Pago	78,861	78,861	16	ANDRETICH HUGO A	900	0	8	252	16	
549	205	Facturas Cuenta Corriente	78,675	78,675	53	PIOVANO DANILO PABLO	9,155.48	0	18	0	0	
550	10,041	Ventas Cuenta Corriente	78,804	78,804	1,566	PEIRETTI MIGUEL S.R.L.	541,552.60	0	3	96	0	
551	100,050	Factura Cuenta Corriente	78,794	78,804	9,277	COOP AGR.GANAD.BDO.DE YRIGOYEN	287,597.89	2	4	200	0	
552	60,607	Cobranza	78,821	78,821	16	PEIRETTI MIGUEL S.R.L.	613,337.81	0	3	96	16	
553	80,304	Facturas Cuenta Corriente	78,804	78,804	145,361	LOS FERTO SRL	373.26	0	5	252	0	
554	80,304	Facturas Cuenta Corriente	78,789	78,804	144,467	LOS FERTO SRL	699.24	0	5	252	0	
555	80,304	Facturas Cuenta Corriente	78,784	78,804	84,305	PETRORAFAELA S.R.L.	511.87	0	5	252	0	
556	10,169	Facturas Cuenta Corriente	78,797	78,804	291	QUINTANA CLAUDIA ALEJANDRA	6,735.54	0	2	252	0	
557	80,304	Facturas Cuenta Corriente	78,804	78,804	63,530	OPER.DE ESTAC.DE SERV. SA	541.13	0	5	252	0	
558	80,304	Facturas Cuenta Corriente	78,781	78,804	58,807	OPER.DE ESTAC.DE SERV. SA	452.47	0	5	252	0	
559	80,304	Facturas Cuenta Corriente	78,789	78,804	62,777	OPER.DE ESTAC.DE SERV. SA	268.08	0	5	252	0	
560	80,304	Facturas Cuenta Corriente	78,775	78,804	62,083	OPER.DE ESTAC.DE SERV. SA	778.59	0	5	252	0	
561	80,304	Facturas Cuenta Corriente	78,798	78,804	104,255	OPER.DE ESTAC.DE SERV. SA	797.76	0	5	252	0	
562	80,304	Facturas Cuenta Corriente	78,773	78,790	103,340	OPER.DE ESTAC.DE SERV. SA	638.16	0	5	252	0	
563	100,075	Facturas Cuenta Corriente	78,776	78,804	134	ANDRETICH HUGO A	1,000.00	0	8	252	0	
564	100,076	Facturas Cuenta Corriente	78,766	78,775	21,957	GOMERIA SANTA EUSEBIA	1,173.85	0	11	13	0	
565	60,602	Facturas Cuenta Corriente	78,774	78,775	56	FORNARI PEDRO EMILIO	11,970.00	0	9	252	0	
566	60,501	Facturas Cuenta Corriente	78,789	78,804	1,015	ABC	34	0	24	252	0	
567	10,008	Facturas Cuenta Corriente	78,794	78,804	132	SANTA CRUZ DANIEL DOMINGO	40,889.00	0	7	13	0	
568	10,008	Facturas Cuenta Corriente	78,804	78,804	133	SANTA CRUZ DANIEL DOMINGO	43,324.00	0	7	13	0	
569	100,078	Facturas Cuenta Corriente	78,790	78,804	240	YPF HUGO MANCINI	9,136.30	0	5	13	0	
570	100,078	Facturas Cuenta Corriente	78,790	78,804	239	YPF HUGO MANCINI	9,136.30	0	5	13	0	
571	70,302	Facturas Cuenta Corriente	78,775	78,804	6,433,214	SANCOR SEGUROS	489.07	0	14	18	0	
572	90,456	Facturas Cuenta Corriente	78,775	78,804	6,573,226	SANCOR SEGUROS	375.6	0	14	18	0	
573	100,077	Facturas Cuenta Corriente	78,789	78,804	4,898,565	SANCOR SEGUROS	227.5	0	14	18	0	
574	100,077	Facturas Cuenta Corriente	78,789	78,804	4,502,292	SANCOR SEGUROS	204.53	0	14	18	0	
575	100,077	Facturas Cuenta Corriente	78,789	78,804	4,538,415	SANCOR SEGUROS	204.53	0	14	18	0	
576	100,077	Facturas Cuenta Corriente	78,789	78,804	4,584,970	SANCOR SEGUROS	204.53	0	14	18	0	
577	100,077	Facturas Cuenta Corriente	78,789	78,804	4,584,971	SANCOR SEGUROS	204.53	0	14	18	0	
578	100,088	Facturas Cuenta Corriente	78,758	78,775	229,998	SANCOR SEGUROS	122	0	14	18	0	
579	100,088	Facturas Cuenta Corriente	78,758	78,775	229,998	SANCOR SEGUROS	479	0	14	18	0	
580	206	Facturas Cuenta Corriente	78,776	78,804	1,046	TORRAZA LUIS ORDEÑADORAS	3,508.47	0	15	115	0	
581	100,074	Facturas Cuenta Corriente	78,793	78,804	2	CASTELLARI Fer. Y PONS EDITA	166,859.50	0	6	13	0	
582	205	Facturas Cuenta Corriente	78,780	78,804	753	AGROVETERINARIA SUNCHALES	1,814.16	0	31	18	0	
583	100,076	Facturas Cuenta Corriente	78,794	78,804	74	FERRETERIA LA TUERCA FLOJA	15,765.22	0	10	13	0	
584	113	Facturas Cuenta Corriente	78,772	78,775	12	BELTRAMINO AGROPECUARIA S.A.	18,000.00	0	18	13	0	
585	90,498	Facturas Cuenta Corriente	78,775	78,804	3,644	COMERCIAL EUSEBIA S.A.	4,208.00	0	2	13	0	
586	155	Facturas Cuenta Corriente	78,804	78,804	3,881	COMERCIAL EUSEBIA S.A.	16,970.49	0	2	13	0	
587	90,103	Facturas Cuenta Corriente	78,804	78,804	3,881	COMERCIAL EUSEBIA S.A.	13,347.97	0	2	13	0	
588	53	Facturas Cuenta Corriente	78,804	78,804	3,881	COMERCIAL EUSEBIA S.A.	720	0	2	13	0	
589	155	Facturas Cuenta Corriente	78,781	78,804	3,687	COMERCIAL EUSEBIA S.A.	16,768.78	0	2	13	0	
590	90,103	Facturas Cuenta Corriente	78,781	78,804	3,687	COMERCIAL EUSEBIA S.A.	11,417.17	0	2	13	0	
591	53	Facturas Cuenta Corriente	78,781	78,804	3,687	COMERCIAL EUSEBIA S.A.	720	0	2	13	0	
592	155	Facturas Cuenta Corriente	78,781	78,804	3,687	COMERCIAL EUSEBIA S.A.	30,197.72	0	2	13	0	
593	53	Facturas Cuenta Corriente	78,781	78,804	3,687	COMERCIAL EUSEBIA S.A.	720	0	2	13	0	
594	155	Facturas Cuenta Corriente	78,802	78,804	3,846	COMERCIAL EUSEBIA S.A.	31,050.22	0	2	13	0	
595	53	Facturas Cuenta Corriente	78,802	78,804	3,846	COMERCIAL EUSEBIA S.A.	720	0	2	13	0	
596	155	Facturas Cuenta Corriente	78,798	78,804	3,814	COMERCIAL EUSEBIA S.A.	27,887.38	0	2	13	0	
597	53	Facturas Cuenta Corriente	78,798	78,804	3,814	COMERCIAL EUSEBIA S.A.	720	0	2	13	0	
598	155	Facturas Cuenta Corriente	78,795	78,804	3,796	COMERCIAL EUSEBIA S.A.	17,786.71	0	2	13	0	
599	90,103	Facturas Cuenta Corriente	78,795	78,804	3,796	COMERCIAL EUSEBIA S.A.	12,572.71	0	2	13	0	
600	53	Facturas Cuenta Corriente	78,795	78,804	3,796	COMERCIAL EUSEBIA S.A.	720	0	2	13	0	
601	10,304	Facturas Cuenta Corriente	78,795	78,804	3,796	COMERCIAL EUSEBIA S.A.	1,299.23	0	2	13	0	
602	10,304	Facturas Cuenta Corriente	78,795	78,804	3,796	COMERCIAL EUSEBIA S.A.	575.97	0	2	13	0	
603	10,501	Facturas Cuenta Corriente	78,795	78,804	3,796	COMERCIAL EUSEBIA S.A.	850.98	0	2	13	0	
604	10,173	Facturas Cuenta Corriente	78,791	78,804	3,765	COMERCIAL EUSEBIA S.A.	550	0	2	13	0	
605	155	Facturas Cuenta Corriente	78,791	78,804	3,765	COMERCIAL EUSEBIA S.A.	28,425.38	0	2	13	0	
606	53	Facturas Cuenta Corriente	78,791	78,804	3,765	COMERCIAL EUSEBIA S.A.	720	0	2	13	0	
607	155	Facturas Cuenta Corriente	78,787	78,804	3,734	COMERCIAL EUSEBIA S.A.	30,285.95	0	2	13	0	
608	53	Facturas Cuenta Corriente	78,787	78,804	3,734	COMERCIAL EUSEBIA S.A.	720	0	2	13	0	
609	10,304	Facturas Cuenta Corriente	78,787	78,804	3,734	COMERCIAL EUSEBIA S.A.	625.44	0	2	13	0	
610	100,089	Facturas Cuenta Corriente	78,787	78,804	3,734	COMERCIAL EUSEBIA S.A.	14	0	2	13	0	
611	205	Facturas Cuenta Corriente	78,730	78,775	85	PIOVANO DANILO PABLO	15,165.50	0	18	13	0	
612	205	Facturas Cuenta Corriente	78,776	78,804	117	PIOVANO DANILO PABLO	10,114.29	0	18	13	0	
613	60,301	Facturas Cuenta Corriente	78,682	78,775	18	LAURA Y SASIA SH	38,500.00	0	18	252	0	
614	60,301	Facturas Cuenta Corriente	78,774	78,775	10,208	LAURA Y SASIA SH	600	0	18	252	0	
615	100,086	Facturas Cuenta Corriente	78,775	78,804	901	BANCO DE SANTA FE	580.29	0	16	252	0	
616	100,086	Facturas Cuenta Corriente	78,775	78,804	901	BANCO DE SANTA FE	580.29	0	16	252	0	
617	10,228	Orden de Pago	78,790	78,790	17	ABC	418	0	24	252	17	
618	60,607	Cobranza	78,882	78,882	17	COOP AGR.GANAD.BDO.DE YRIGOYEN	312,984.80	0	4	200	17	
619	60,607	Cobranza	78,882	78,882	18	COMERCIAL EUSEBIA S.A.	334,408.02	0	29	13	18	
620	60,607	Cobranza	78,882	78,882	19	PEIRETTI MIGUEL S.R.L.	649,863.12	0	3	96	19	
621	60,607	Cobranza	78,882	78,882	20	PEIRETTI MIGUEL S.R.L.	149,863.12	0	3	96	20	
622	10,228	Orden de Pago	78,882	78,882	18	AGROVETERINARIA SUNCHALES	2,326.30	0	31	18	18	
623	10,228	Orden de Pago	78,882	78,882	19	ANDRETICH HUGO A	1,000.00	0	8	252	19	
624	10,228	Orden de Pago	78,882	78,882	20	API	8,364.00	0	21	252	20	
625	10,228	Orden de Pago	78,882	78,882	21	BANCO DE SANTA FE	30,202.01	0	16	252	21	
626	10,228	Orden de Pago	78,882	78,882	22	BELTRAMINO AGROPECUARIA S.A.	19,890.00	0	18	13	22	
627	10,228	Orden de Pago	78,882	78,882	23	CARUBELLI ALBERTO E HIJOS SRL	1,834.36	0	28	115	23	
628	10,228	Orden de Pago	78,882	78,882	24	CASTELLARI Fer. Y PONS EDITA	201,900.00	0	6	13	24	
629	10,228	Orden de Pago	78,882	78,882	25	COMITE DE CUENCA CASTELL.NORTE	6,679.08	0	20	13	25	
630	10,228	Orden de Pago	78,882	78,882	26	COMUNA EUSEBIA	10,330.25	0	26	13	26	
631	10,228	Orden de Pago	78,882	78,882	27	COMUNA PUEBLO MARINI	615.12	0	26	0	27	
632	10,228	Orden de Pago	78,882	78,882	28	CONCCALOTO FABIAN	12,000.00	0	18	13	28	
633	10,228	Orden de Pago	78,882	78,882	29	CORREO ANDREANI S.A.	300	0	12	252	29	
634	10,228	Orden de Pago	78,882	78,882	30	D.Y.S.C.A.	2,181.59	0	30	252	30	
635	10,228	Orden de Pago	78,882	78,882	31	ELECTRICIDAD DEL AUT.ZLAUVINEN	4,000.01	0	17	252	31	
636	10,228	Orden de Pago	78,882	78,882	32	ELECTRO RAFAELA	1,828.03	0	10	252	32	
637	10,228	Orden de Pago	78,882	78,882	33	EMBRAGUES SAN CAYETANO	5,451.99	0	13	96	33	
638	10,228	Orden de Pago	78,882	78,882	34	EPE	27,900.79	0	25	208	34	
639	10,228	Orden de Pago	78,882	78,882	35	FERRETERIA LA TUERCA FLOJA	19,075.92	0	10	13	35	
640	10,228	Orden de Pago	78,882	78,882	36	FERRETERIA LA TUERCA FLOJA	2,892.58	0	10	13	36	
641	10,228	Orden de Pago	78,882	78,882	37	FERRETERIA LA TUERCA FLOJA	1,068.30	0	10	13	37	
642	10,228	Orden de Pago	78,882	78,882	38	FERRETERIA LA TUERCA FLOJA	1,593.40	0	10	13	38	
643	10,228	Orden de Pago	78,882	78,882	39	FERRETERIA LA TUERCA FLOJA	916.4	0	10	13	39	
644	10,228	Orden de Pago	78,882	78,882	40	FESSIA VITO P MAQUINARIAS	3,364.89	0	17	111	40	
645	10,228	Orden de Pago	78,882	78,882	41	FORNARI PEDRO EMILIO	15,846.00	0	9	252	41	
646	10,228	Orden de Pago	78,882	78,882	42	FORNARI PEDRO EMILIO	7,923.00	0	9	252	42	
647	10,228	Orden de Pago	78,882	78,882	43	FORNARI PEDRO EMILIO	9,975.00	0	9	252	43	
648	10,228	Orden de Pago	78,882	78,882	44	FORNARI PEDRO EMILIO	11,827.50	0	9	252	44	
649	10,228	Orden de Pago	78,882	78,882	45	FORNARI PEDRO EMILIO	11,827.50	0	9	252	45	
650	10,228	Orden de Pago	78,882	78,882	46	FORNARI PEDRO EMILIO	11,827.50	0	9	252	46	
651	10,228	Orden de Pago	78,882	78,882	47	FORNARI PEDRO EMILIO	11,970.00	0	9	252	47	
652	10,228	Orden de Pago	78,882	78,882	48	H Y M COMPUTACION	707	0	18	252	48	
653	10,228	Orden de Pago	78,882	78,882	49	SENASA	574.1	0	19	252	49	
654	10,228	Orden de Pago	78,882	78,882	50	Sociedad Rural De Rafaela	250	0	18	252	50	
655	10,228	Orden de Pago	78,882	78,882	51	PINTURERIA LAURENTI	4,257.12	0	10	252	51	
656	10,228	Orden de Pago	78,882	78,882	53	FUNDACION CASTELLANOS	15,004.60	0	27	252	53	
657	10,228	Orden de Pago	78,882	78,882	54	GARZA LUCAS EMANUEL	20,691.00	0	18	36	54	
658	10,228	Orden de Pago	78,882	78,882	55	GOMERIA SANTA EUSEBIA	3,727.26	0	11	13	55	
659	10,228	Orden de Pago	78,882	78,882	56	GOMERIA SANTA EUSEBIA	2,041.88	0	11	13	56	
660	10,228	Orden de Pago	78,882	78,882	57	GOMERIA SANTA EUSEBIA	2,567.58	0	11	13	57	
661	10,228	Orden de Pago	78,882	78,882	58	GOMERIA SANTA EUSEBIA	5,332.11	0	11	13	58	
662	10,228	Orden de Pago	78,882	78,882	59	GOMERIA SANTA EUSEBIA	1,420.36	0	11	13	59	
663	10,228	Orden de Pago	78,882	78,882	60	GOMERIA SANTA EUSEBIA	1,315.85	0	11	13	60	
664	10,228	Orden de Pago	78,882	78,882	61	GOMERIA SANTA EUSEBIA	4,886.91	0	11	13	61	
665	10,228	Orden de Pago	78,882	78,882	62	INFORMATICA CAYASTA	38,115.00	0	18	252	62	
666	10,228	Orden de Pago	78,882	78,882	63	INSUTAMBO AYR	1,203.47	0	13	253	63	
667	10,228	Orden de Pago	78,882	78,882	64	INSUTAMBO AYR	1,203.47	0	13	253	64	
668	10,228	Orden de Pago	78,882	78,882	65	INSUTAMBO AYR	3,089.62	0	13	253	65	
669	10,228	Orden de Pago	78,882	78,882	66	INSUTAMBO AYR	1,263.60	0	13	253	66	
670	10,228	Orden de Pago	78,882	78,882	67	LAURA Y SASIA SH	46,585.00	0	18	252	67	
671	10,228	Orden de Pago	78,882	78,882	68	LAURA Y SASIA SH	726	0	18	252	68	
672	10,228	Orden de Pago	78,882	78,882	69	LOS FERTO SRL	10,032.44	0	5	252	69	
673	10,228	Orden de Pago	78,882	78,882	70	PETRORAFAELA S.R.L.	1,820.00	0	5	252	70	
674	10,228	Orden de Pago	78,882	78,882	71	OPER.DE ESTAC.DE SERV. SA	31,808.86	0	5	252	71	
675	10,228	Orden de Pago	78,882	78,882	72	MAROZZI DISRTRIBUIDORA	2,892.02	0	25	252	72	
676	10,228	Orden de Pago	78,882	78,882	73	MAROZZI DISRTRIBUIDORA	1,820.01	0	25	252	73	
677	10,228	Orden de Pago	78,882	78,882	74	MILANESIO OMAR MIGUEL	4,000.00	0	17	13	74	
678	10,228	Orden de Pago	78,882	78,882	75	PIOVANO DANILO PABLO	9,412.98	0	18	13	75	
679	10,228	Orden de Pago	78,882	78,882	76	PIOVANO DANILO PABLO	4,552.96	0	18	13	76	
680	10,228	Orden de Pago	78,882	78,882	77	PIOVANO DANILO PABLO	18,953.00	0	18	13	77	
681	10,228	Orden de Pago	78,882	78,882	78	PIOVANO DANILO PABLO	13,367.45	0	18	13	78	
682	10,228	Orden de Pago	78,882	78,882	79	PIOVANO DANILO PABLO	25,930.64	0	18	13	79	
683	10,228	Orden de Pago	78,882	78,882	80	PIOVANO DANILO PABLO	44,279.71	0	18	13	80	
684	10,228	Orden de Pago	78,882	78,882	81	PIOVANO DANILO PABLO	23,843.56	0	18	13	81	
685	10,228	Orden de Pago	78,882	78,882	82	PIOVANO DANILO PABLO	18,350.26	0	18	13	82	
686	10,228	Orden de Pago	78,882	78,882	83	PIOVANO DANILO PABLO	12,238.29	0	18	13	83	
687	10,228	Orden de Pago	78,882	78,882	84	PUSSETTO JORGE Y KESSEL CRISTI	89,469.88	0	18	13	84	
688	10,228	Orden de Pago	78,882	78,882	85	PUSSETTO JORGE Y KESSEL CRISTI	171,575.58	0	18	13	85	
689	10,228	Orden de Pago	78,882	78,882	86	PUSSETTO JORGE Y KESSEL CRISTI	329,785.50	0	18	13	86	
690	10,228	Orden de Pago	78,882	78,882	87	QUINTANA CLAUDIA ALEJANDRA	32,640.00	0	2	252	87	
691	10,228	Orden de Pago	78,882	78,882	88	ROSSO EVELIO	3,630.00	0	10	115	88	
692	10,228	Orden de Pago	78,882	78,882	89	SANCOR SEGUROS	27,805.08	0	14	18	89	
693	10,228	Orden de Pago	78,882	78,882	90	BARBERIS FERNANDO ARIEL	3,560.00	0	18	252	90	
694	10,228	Orden de Pago	78,882	78,882	91	BELTRAMINO ARIEL	10,400.00	0	19	13	91	
695	10,228	Orden de Pago	78,882	78,882	92	BELTRAMINO EDUARDO N	1,200.00	0	18	13	92	
696	10,228	Orden de Pago	78,882	78,882	93	SANTA CRUZ DANIEL DOMINGO	32,309.47	0	7	13	93	
697	10,228	Orden de Pago	78,882	78,882	94	SANTA CRUZ DANIEL DOMINGO	34,808.99	0	7	13	94	
698	10,228	Orden de Pago	78,882	78,882	95	SANTA CRUZ DANIEL DOMINGO	26,079.10	0	7	13	95	
699	10,228	Orden de Pago	78,882	78,882	96	SANTA CRUZ DANIEL DOMINGO	30,305.00	0	7	13	96	
700	10,228	Orden de Pago	78,882	78,882	97	SANTA CRUZ DANIEL DOMINGO	36,928.00	0	7	13	97	
701	10,228	Orden de Pago	78,882	78,882	98	SANTA CRUZ DANIEL DOMINGO	37,716.00	0	7	13	98	
702	10,228	Orden de Pago	78,882	78,882	99	SANTA CRUZ DANIEL DOMINGO	43,324.00	0	7	13	99	
703	10,228	Orden de Pago	78,882	78,882	100	SANTA CRUZ DANIEL DOMINGO	35,340.87	0	7	13	100	
704	10,228	Orden de Pago	78,882	78,882	101	SANTA CRUZ DANIEL DOMINGO	40,889.00	0	7	13	101	
705	10,228	Orden de Pago	78,882	78,882	102	SANTA CRUZ DANIEL DOMINGO	9	0	7	13	102	
706	10,228	Orden de Pago	78,882	78,882	103	SARANZ GUSTAVO DAMIAN	26,354.25	0	18	13	103	
707	10,228	Orden de Pago	78,882	78,882	104	TALLER METALURGICO LOPEZ	2,601.79	0	17	13	104	
708	10,228	Orden de Pago	78,882	78,882	105	TALLER METALURGICO LOPEZ	588.35	0	17	13	105	
709	10,228	Orden de Pago	78,882	78,882	106	TALLER METALURGICO LOPEZ	2,403.02	0	17	13	106	
710	10,228	Orden de Pago	78,882	78,882	107	TORRAZA LUIS ORDEÑADORAS	8,100.38	0	15	115	107	
711	10,228	Orden de Pago	78,882	78,882	108	TORRAZA LUIS ORDEÑADORAS	9,352.24	0	15	115	108	
712	10,228	Orden de Pago	78,882	78,882	109	TORRAZA LUIS ORDEÑADORAS	6,316.25	0	15	115	109	
713	10,228	Orden de Pago	78,882	78,882	110	TORRAZA LUIS ORDEÑADORAS	12,969.14	0	15	115	110	
714	10,228	Orden de Pago	78,882	78,882	111	TORRAZA LUIS ORDEÑADORAS	3,431.89	0	15	115	111	
715	10,228	Orden de Pago	78,882	78,882	112	TORRAZA LUIS ORDEÑADORAS	4,297.13	0	15	115	112	
716	10,228	Orden de Pago	78,882	78,882	113	TORRAZA LUIS ORDEÑADORAS	2,865.36	0	15	115	113	
717	10,228	Orden de Pago	78,882	78,882	114	TORRAZA LUIS ORDEÑADORAS	3,920.39	0	15	115	114	
718	10,228	Orden de Pago	78,882	78,882	115	TORRAZA LUIS ORDEÑADORAS	11,103.63	0	15	115	115	
719	10,228	Orden de Pago	78,882	78,882	116	TORRAZA LUIS ORDEÑADORAS	4,245.25	0	15	115	116	
720	10,228	Orden de Pago	78,882	78,882	117	TULIO F. VARZZI	6,881.90	0	5	115	117	
721	10,228	Orden de Pago	78,882	78,882	118	TULIO F. VARZZI	966	0	5	115	118	
722	10,228	Orden de Pago	78,882	78,882	119	TULIO F. VARZZI	2,221.80	0	5	115	119	
723	10,228	Orden de Pago	78,882	78,882	120	YPF HUGO MANCINI	15,170.00	0	5	13	120	
724	10,228	Orden de Pago	78,882	78,882	121	YPF HUGO MANCINI	14,269.99	0	5	13	121	
725	10,228	Orden de Pago	78,882	78,882	122	YPF HUGO MANCINI	850.01	0	5	13	122	
726	10,228	Orden de Pago	78,882	78,882	123	YPF HUGO MANCINI	10,620.00	0	5	13	123	
727	10,228	Orden de Pago	78,882	78,882	124	YPF HUGO MANCINI	26,549.98	0	5	13	124	
728	10,041	Ventas Cuenta Corriente	78,835	78,835	1,605	PEIRETTI MIGUEL S.R.L.	581,527.80	0	3	96	0	
729	100,050	Factura Cuenta Corriente	78,828	78,835	9,355	COOP AGR.GANAD.BDO.DE YRIGOYEN	43,629.17	2	4	200	0	
730	80,304	Facturas Cuenta Corriente	78,832	78,835	64,451	OPER.DE ESTAC.DE SERV. SA	256.83	0	5	252	0	
731	80,304	Facturas Cuenta Corriente	78,831	78,835	1,397	BYJ COMBUSTIBLES SRL	715.79	0	5	4	0	
732	70,771	Facturas Cuenta Corriente	78,831	78,835	1,398	BYJ COMBUSTIBLES SRL	90.91	0	5	4	0	
733	80,304	Facturas Cuenta Corriente	78,812	78,835	63,828	OPER.DE ESTAC.DE SERV. SA	420.76	0	5	252	0	
734	80,304	Facturas Cuenta Corriente	78,826	78,835	105,389	OPER.DE ESTAC.DE SERV. SA	394.09	0	5	252	0	
735	80,304	Facturas Cuenta Corriente	78,823	78,835	105,242	OPER.DE ESTAC.DE SERV. SA	808.83	0	5	252	0	
736	80,304	Facturas Cuenta Corriente	78,796	78,805	63,077	OPER.DE ESTAC.DE SERV. SA	472.69	0	5	252	0	
737	100,076	Facturas Cuenta Corriente	78,805	78,835	14,558	PINTURERIA LAURENTI	1,239.70	0	10	252	0	
738	100,087	Facturas Cuenta Corriente	78,758	78,805	42,512	Sociedad Rural De Rafaela	70	0	18	252	0	
739	100,087	Facturas Cuenta Corriente	78,789	78,805	42,513	Sociedad Rural De Rafaela	70	0	18	252	0	
740	100,087	Facturas Cuenta Corriente	78,819	78,835	42,514	Sociedad Rural De Rafaela	70	0	18	252	0	
741	100,076	Facturas Cuenta Corriente	78,804	78,805	22,155	GOMERIA SANTA EUSEBIA	1,442.18	0	11	13	0	
742	100,075	Facturas Cuenta Corriente	78,808	78,835	152	ANDRETICH HUGO A	1,000.00	0	8	252	0	
743	60,501	Facturas Cuenta Corriente	78,805	78,835	1,050	ABC	37	0	24	252	0	
744	90,456	Facturas Cuenta Corriente	78,806	78,835	6,433,214	SANCOR SEGUROS	489.07	0	14	18	0	
745	100,088	Facturas Cuenta Corriente	78,788	78,805	229,998	SANCOR SEGUROS	479	0	14	18	0	
746	100,077	Facturas Cuenta Corriente	78,819	78,835	4,584,970	SANCOR SEGUROS	204.53	0	14	18	0	
747	100,077	Facturas Cuenta Corriente	78,819	78,835	4,502,292	SANCOR SEGUROS	204.53	0	14	18	0	
748	100,077	Facturas Cuenta Corriente	78,819	78,835	4,538,415	SANCOR SEGUROS	204.53	0	14	18	0	
749	100,077	Facturas Cuenta Corriente	78,819	78,835	4,898,565	SANCOR SEGUROS	227.5	0	14	18	0	
750	70,302	Facturas Cuenta Corriente	78,806	78,835	6,573,226	SANCOR SEGUROS	376.29	0	14	18	0	
751	201	Facturas Cuenta Corriente	78,807	78,835	140	PIOVANO DANILO PABLO	7,260.00	0	18	13	0	
752	205	Facturas Cuenta Corriente	78,807	78,835	140	PIOVANO DANILO PABLO	3,972.71	0	18	13	0	
753	205	Facturas Cuenta Corriente	78,790	78,805	125	PIOVANO DANILO PABLO	1,684.03	0	18	13	0	
754	204	Facturas Cuenta Corriente	78,769	78,805	591	INSUTAMBO AYR	1,574.10	0	13	253	0	
755	204	Facturas Cuenta Corriente	78,801	78,805	636	INSUTAMBO AYR	1,163.00	0	13	253	0	
756	10,187	Facturas Cuenta Corriente	78,817	78,835	1,727,829	EPE	1,538.74	0	25	208	0	
757	150	Facturas Cuenta Corriente	78,817	78,835	1,727,828	EPE	4,624.44	0	25	208	0	
758	31,001	Facturas Cuenta Corriente	78,795	78,805	498	TALLER METALURGICO LOPEZ	1,992.38	0	17	13	0	
759	100,074	Facturas Cuenta Corriente	78,823	78,835	3	CASTELLARI Fer. Y PONS EDITA	147,070.00	0	6	13	0	
760	70,506	Facturas Cuenta Corriente	78,830	78,835	4,113	COMERCIAL EUSEBIA S.A.	45,840.00	0	2	13	0	
761	155	Facturas Cuenta Corriente	78,809	78,835	3,918	COMERCIAL EUSEBIA S.A.	30,982.20	0	2	13	0	
762	53	Facturas Cuenta Corriente	78,809	78,835	3,918	COMERCIAL EUSEBIA S.A.	720	0	2	13	0	
763	10,216	Facturas Cuenta Corriente	78,815	78,835	3,942	COMERCIAL EUSEBIA S.A.	184,140.00	0	2	13	0	
764	155	Facturas Cuenta Corriente	78,816	78,835	3,969	COMERCIAL EUSEBIA S.A.	47,000.44	0	2	13	0	
765	53	Facturas Cuenta Corriente	78,816	78,835	3,969	COMERCIAL EUSEBIA S.A.	1,440.00	0	2	13	0	
766	10,216	Facturas Cuenta Corriente	78,816	78,835	3,969	COMERCIAL EUSEBIA S.A.	15,240.00	0	2	13	0	
767	10,173	Facturas Cuenta Corriente	78,816	78,835	3,969	COMERCIAL EUSEBIA S.A.	4,608.00	0	2	13	0	
768	90,103	Facturas Cuenta Corriente	78,816	78,835	3,969	COMERCIAL EUSEBIA S.A.	10,873.50	0	2	13	0	
769	10,304	Facturas Cuenta Corriente	78,816	78,835	3,969	COMERCIAL EUSEBIA S.A.	45,476.80	0	2	13	0	
770	155	Facturas Cuenta Corriente	78,816	78,835	3,969	COMERCIAL EUSEBIA S.A.	47,000.44	0	2	13	0	
771	53	Facturas Cuenta Corriente	78,816	78,835	3,969	COMERCIAL EUSEBIA S.A.	1,440.00	0	2	13	0	
772	10,216	Facturas Cuenta Corriente	78,816	78,835	3,969	COMERCIAL EUSEBIA S.A.	15,240.00	0	2	13	0	
773	10,173	Facturas Cuenta Corriente	78,816	78,835	3,969	COMERCIAL EUSEBIA S.A.	4,608.00	0	2	13	0	
774	90,103	Facturas Cuenta Corriente	78,816	78,835	3,969	COMERCIAL EUSEBIA S.A.	10,873.50	0	2	13	0	
775	10,304	Facturas Cuenta Corriente	78,816	78,835	3,969	COMERCIAL EUSEBIA S.A.	45,476.80	0	2	13	0	
776	10,024	Facturas Cuenta Corriente	78,819	78,835	4,023	COMERCIAL EUSEBIA S.A.	1,188.00	0	2	13	0	
777	155	Facturas Cuenta Corriente	78,819	78,835	4,023	COMERCIAL EUSEBIA S.A.	27,039.34	0	2	13	0	
778	53	Facturas Cuenta Corriente	78,819	78,835	4,023	COMERCIAL EUSEBIA S.A.	720	0	2	13	0	
